time,rating,location,label
4/6/2020 22:15,0,1,sewer_and_water
4/6/2020 22:20,0,1,sewer_and_water
4/6/2020 22:25,0,1,sewer_and_water
4/6/2020 22:45,0,1,sewer_and_water
4/6/2020 23:35,0,1,sewer_and_water
4/6/2020 23:40,0,1,sewer_and_water
4/7/2020 0:00,0,1,sewer_and_water
4/7/2020 0:55,0,1,sewer_and_water
4/7/2020 1:05,0,1,sewer_and_water
4/7/2020 1:10,0,1,sewer_and_water
4/7/2020 1:15,0,1,sewer_and_water
4/7/2020 1:35,0,1,sewer_and_water
4/7/2020 1:50,0,1,sewer_and_water
4/7/2020 2:00,0,1,sewer_and_water
4/7/2020 2:45,0,1,sewer_and_water
4/7/2020 2:50,0,1,sewer_and_water
4/7/2020 2:55,0,1,sewer_and_water
4/7/2020 3:15,0,1,sewer_and_water
4/7/2020 3:50,1.414213562,1,sewer_and_water
4/7/2020 4:35,0,1,sewer_and_water
4/7/2020 4:50,0,1,sewer_and_water
4/7/2020 4:55,0,1,sewer_and_water
4/7/2020 5:20,0,1,sewer_and_water
4/7/2020 5:25,0,1,sewer_and_water
4/7/2020 5:50,0,1,sewer_and_water
4/7/2020 6:25,0,1,sewer_and_water
4/7/2020 6:30,2.121320344,1,sewer_and_water
4/7/2020 7:10,0,1,sewer_and_water
4/7/2020 7:25,0,1,sewer_and_water
4/7/2020 7:35,0,1,sewer_and_water
4/7/2020 7:45,0,1,sewer_and_water
4/7/2020 7:50,0,1,sewer_and_water
4/7/2020 8:25,2.828427125,1,sewer_and_water
4/7/2020 8:45,0,1,sewer_and_water
4/7/2020 8:50,0,1,sewer_and_water
4/7/2020 9:20,0,1,sewer_and_water
4/7/2020 9:50,0,1,sewer_and_water
4/7/2020 9:55,0,1,sewer_and_water
4/7/2020 10:00,0,1,sewer_and_water
4/7/2020 10:45,0,1,sewer_and_water
4/7/2020 10:50,0,1,sewer_and_water
4/7/2020 11:05,0,1,sewer_and_water
4/7/2020 11:10,0,1,sewer_and_water
4/7/2020 11:30,0,1,sewer_and_water
4/7/2020 11:40,0,1,sewer_and_water
4/7/2020 11:50,0,1,sewer_and_water
4/7/2020 12:10,3.535533906,1,sewer_and_water
4/7/2020 12:50,0,1,sewer_and_water
4/7/2020 13:25,2.828427125,1,sewer_and_water
4/7/2020 13:50,0,1,sewer_and_water
4/7/2020 14:10,0,1,sewer_and_water
4/7/2020 14:15,0,1,sewer_and_water
4/7/2020 14:25,0,1,sewer_and_water
4/7/2020 15:20,0,1,sewer_and_water
4/7/2020 16:00,0,1,sewer_and_water
4/7/2020 16:35,0,1,sewer_and_water
4/7/2020 17:25,0,1,sewer_and_water
4/7/2020 17:40,0,1,sewer_and_water
4/7/2020 18:40,0,1,sewer_and_water
4/7/2020 19:10,0.707106781,1,sewer_and_water
4/7/2020 19:40,0,1,sewer_and_water
4/7/2020 20:05,0,1,sewer_and_water
4/7/2020 20:15,2.828427125,1,sewer_and_water
4/7/2020 20:30,0,1,sewer_and_water
4/7/2020 20:50,0,1,sewer_and_water
4/7/2020 20:55,0,1,sewer_and_water
4/7/2020 21:20,0,1,sewer_and_water
4/7/2020 21:35,0,1,sewer_and_water
4/7/2020 22:00,2.828427125,1,sewer_and_water
4/7/2020 23:05,0,1,sewer_and_water
4/7/2020 23:30,0,1,sewer_and_water
4/7/2020 23:35,0,1,sewer_and_water
4/7/2020 23:45,0,1,sewer_and_water
4/7/2020 23:55,0,1,sewer_and_water
4/8/2020 0:50,2.121320344,1,sewer_and_water
4/8/2020 1:45,0.707106781,1,sewer_and_water
4/8/2020 2:30,0,1,sewer_and_water
4/8/2020 2:50,3.535533906,1,sewer_and_water
4/8/2020 3:00,0,1,sewer_and_water
4/8/2020 3:25,0,1,sewer_and_water
4/8/2020 3:40,0,1,sewer_and_water
4/8/2020 3:45,0,1,sewer_and_water
4/8/2020 4:10,0,1,sewer_and_water
4/8/2020 4:20,0,1,sewer_and_water
4/8/2020 4:25,0,1,sewer_and_water
4/8/2020 4:30,0,1,sewer_and_water
4/8/2020 4:40,0,1,sewer_and_water
4/8/2020 5:40,0,1,sewer_and_water
4/8/2020 6:25,0,1,sewer_and_water
4/8/2020 6:45,3.535533906,1,sewer_and_water
4/8/2020 6:50,3.535533906,1,sewer_and_water
4/8/2020 7:00,2.121320344,1,sewer_and_water
4/8/2020 7:10,0,1,sewer_and_water
4/8/2020 7:25,0,1,sewer_and_water
4/8/2020 7:40,0,1,sewer_and_water
4/8/2020 7:55,0,1,sewer_and_water
4/8/2020 8:15,0,1,sewer_and_water
4/8/2020 8:35,2.210267266,1,sewer_and_water
4/8/2020 8:40,2.647278,1,sewer_and_water
4/8/2020 8:45,2.591085774,1,sewer_and_water
4/8/2020 8:50,2.963531252,1,sewer_and_water
4/8/2020 8:55,2.586640753,1,sewer_and_water
4/8/2020 9:00,2.941344444,1,sewer_and_water
4/8/2020 9:05,3.140314082,1,sewer_and_water
4/8/2020 9:10,2.76740335,1,sewer_and_water
4/8/2020 9:15,2.748573425,1,sewer_and_water
4/8/2020 9:20,3.230947909,1,sewer_and_water
4/8/2020 9:25,3.033044506,1,sewer_and_water
4/8/2020 9:30,2.906591795,1,sewer_and_water
4/8/2020 9:35,3.120619262,1,sewer_and_water
4/8/2020 9:40,2.988212135,1,sewer_and_water
4/8/2020 9:45,3.163657718,1,sewer_and_water
4/8/2020 9:50,3.028826369,1,sewer_and_water
4/8/2020 9:55,3.266856055,1,sewer_and_water
4/8/2020 10:00,2.993325909,1,sewer_and_water
4/8/2020 10:05,3.090511366,1,sewer_and_water
4/8/2020 10:10,3.171022645,1,sewer_and_water
4/8/2020 10:15,3.363671463,1,sewer_and_water
4/8/2020 10:20,1.048808848,1,sewer_and_water
4/8/2020 10:25,0.560611911,1,sewer_and_water
4/8/2020 10:30,0.668557923,1,sewer_and_water
4/8/2020 10:35,1.032795559,1,sewer_and_water
4/8/2020 10:40,0.5,1,sewer_and_water
4/8/2020 10:45,0.70064905,1,sewer_and_water
4/8/2020 10:50,0.577350269,1,sewer_and_water
4/8/2020 10:55,0.726483157,1,sewer_and_water
4/8/2020 11:00,0.743223353,1,sewer_and_water
4/8/2020 11:05,0.912870929,1,sewer_and_water
4/8/2020 11:10,0.752772653,1,sewer_and_water
4/8/2020 11:15,0.726483157,1,sewer_and_water
4/8/2020 11:20,1.069044968,1,sewer_and_water
4/8/2020 11:25,0.816496581,1,sewer_and_water
4/8/2020 11:30,1.069044968,1,sewer_and_water
4/8/2020 11:35,0.5,1,sewer_and_water
4/8/2020 11:40,3.109126351,1,sewer_and_water
4/8/2020 11:45,0.5,1,sewer_and_water
4/8/2020 11:50,0.534522484,1,sewer_and_water
4/8/2020 11:55,1.035098339,1,sewer_and_water
4/8/2020 12:00,0.577350269,1,sewer_and_water
4/8/2020 12:05,0.816496581,1,sewer_and_water
4/8/2020 12:10,1.603567451,1,sewer_and_water
4/8/2020 12:15,0.707106781,1,sewer_and_water
4/8/2020 12:20,0.577350269,1,sewer_and_water
4/8/2020 12:30,0,1,sewer_and_water
4/8/2020 12:35,0.577350269,1,sewer_and_water
4/8/2020 12:40,0,1,sewer_and_water
4/8/2020 12:45,0.632455532,1,sewer_and_water
4/8/2020 12:50,0.577350269,1,sewer_and_water
4/8/2020 12:55,0.577350269,1,sewer_and_water
4/8/2020 13:00,1.527525232,1,sewer_and_water
4/8/2020 13:05,0.707106781,1,sewer_and_water
4/8/2020 13:10,5.656854249,1,sewer_and_water
4/8/2020 13:15,0.957427108,1,sewer_and_water
4/8/2020 13:20,2.217355783,1,sewer_and_water
4/8/2020 13:35,0.707106781,1,sewer_and_water
4/8/2020 13:40,0,1,sewer_and_water
4/8/2020 13:45,1.258305739,1,sewer_and_water
4/8/2020 13:50,0,1,sewer_and_water
4/8/2020 13:55,0,1,sewer_and_water
4/8/2020 14:00,0,1,sewer_and_water
4/8/2020 14:05,4.242640687,1,sewer_and_water
4/8/2020 14:10,2.309401077,1,sewer_and_water
4/8/2020 14:15,1.414213562,1,sewer_and_water
4/8/2020 14:25,0,1,sewer_and_water
4/8/2020 14:30,0,1,sewer_and_water
4/8/2020 14:35,1.414213562,1,sewer_and_water
4/8/2020 14:40,0,1,sewer_and_water
4/8/2020 14:45,0,1,sewer_and_water
4/8/2020 15:10,0,1,sewer_and_water
4/8/2020 15:30,0,1,sewer_and_water
4/8/2020 15:40,0,1,sewer_and_water
4/8/2020 15:50,0,1,sewer_and_water
4/8/2020 16:05,0,1,sewer_and_water
4/8/2020 16:15,0.577350269,1,sewer_and_water
4/8/2020 16:20,5.656854249,1,sewer_and_water
4/8/2020 16:25,0,1,sewer_and_water
4/8/2020 17:15,4.242640687,1,sewer_and_water
4/8/2020 17:25,0,1,sewer_and_water
4/8/2020 17:45,0,1,sewer_and_water
4/8/2020 17:50,0,1,sewer_and_water
4/8/2020 18:15,0,1,sewer_and_water
4/8/2020 18:55,0,1,sewer_and_water
4/8/2020 19:50,0,1,sewer_and_water
4/8/2020 20:00,0,1,sewer_and_water
4/8/2020 20:10,0,1,sewer_and_water
4/8/2020 20:15,0,1,sewer_and_water
4/8/2020 20:20,0,1,sewer_and_water
4/8/2020 20:25,2.121320344,1,sewer_and_water
4/8/2020 20:40,0,1,sewer_and_water
4/8/2020 20:55,0,1,sewer_and_water
4/8/2020 21:05,0,1,sewer_and_water
4/8/2020 21:10,0,1,sewer_and_water
4/8/2020 21:15,0,1,sewer_and_water
4/8/2020 21:20,0,1,sewer_and_water
4/8/2020 21:45,0,1,sewer_and_water
4/8/2020 22:10,0,1,sewer_and_water
4/8/2020 22:20,0,1,sewer_and_water
4/8/2020 22:25,0.707106781,1,sewer_and_water
4/8/2020 22:30,0,1,sewer_and_water
4/8/2020 22:35,0,1,sewer_and_water
4/8/2020 22:45,0,1,sewer_and_water
4/8/2020 22:55,3.535533906,1,sewer_and_water
4/8/2020 23:05,0,1,sewer_and_water
4/9/2020 0:20,0,1,sewer_and_water
4/9/2020 0:35,0,1,sewer_and_water
4/9/2020 0:45,0,1,sewer_and_water
4/9/2020 1:25,0,1,sewer_and_water
4/9/2020 1:40,0,1,sewer_and_water
4/9/2020 1:50,0,1,sewer_and_water
4/9/2020 2:00,0,1,sewer_and_water
4/9/2020 2:05,0,1,sewer_and_water
4/9/2020 2:10,0,1,sewer_and_water
4/9/2020 2:35,0,1,sewer_and_water
4/9/2020 3:30,0,1,sewer_and_water
4/9/2020 3:40,0,1,sewer_and_water
4/9/2020 4:20,0,1,sewer_and_water
4/9/2020 4:45,5.656854249,1,sewer_and_water
4/9/2020 5:15,0,1,sewer_and_water
4/9/2020 5:30,0.707106781,1,sewer_and_water
4/9/2020 6:15,0,1,sewer_and_water
4/9/2020 6:20,0,1,sewer_and_water
4/9/2020 6:25,0,1,sewer_and_water
4/9/2020 6:45,0,1,sewer_and_water
4/9/2020 7:15,0,1,sewer_and_water
4/9/2020 7:35,0,1,sewer_and_water
4/9/2020 8:00,0,1,sewer_and_water
4/9/2020 8:05,0,1,sewer_and_water
4/9/2020 8:25,0,1,sewer_and_water
4/9/2020 8:30,0,1,sewer_and_water
4/9/2020 8:40,0,1,sewer_and_water
4/9/2020 9:20,0,1,sewer_and_water
4/9/2020 9:30,0,1,sewer_and_water
4/9/2020 9:45,0,1,sewer_and_water
4/9/2020 9:50,0,1,sewer_and_water
4/9/2020 10:00,0,1,sewer_and_water
4/9/2020 10:30,0,1,sewer_and_water
4/9/2020 10:50,0,1,sewer_and_water
4/9/2020 11:05,4.949747468,1,sewer_and_water
4/9/2020 11:30,0,1,sewer_and_water
4/9/2020 11:35,0,1,sewer_and_water
4/9/2020 11:40,7.071067812,1,sewer_and_water
4/9/2020 11:45,0,1,sewer_and_water
4/9/2020 11:55,2.828427125,1,sewer_and_water
4/9/2020 12:30,1.414213562,1,sewer_and_water
4/9/2020 13:45,0,1,sewer_and_water
4/9/2020 13:50,0,1,sewer_and_water
4/9/2020 14:00,1.414213562,1,sewer_and_water
4/9/2020 14:40,0,1,sewer_and_water
4/9/2020 14:55,0,1,sewer_and_water
4/9/2020 15:00,2.121320344,1,sewer_and_water
4/9/2020 15:05,0.809039835,1,sewer_and_water
4/9/2020 15:10,0.755928946,1,sewer_and_water
4/9/2020 15:15,1.069044968,1,sewer_and_water
4/9/2020 15:20,0.5,1,sewer_and_water
4/9/2020 15:25,0.534522484,1,sewer_and_water
4/9/2020 15:30,0.577350269,1,sewer_and_water
4/9/2020 15:35,1.095445115,1,sewer_and_water
4/9/2020 15:40,4.041451884,1,sewer_and_water
4/9/2020 15:45,1.527525232,1,sewer_and_water
4/9/2020 15:50,1.290994449,1,sewer_and_water
4/9/2020 15:55,1.112697281,1,sewer_and_water
4/9/2020 16:00,1.414213562,1,sewer_and_water
4/9/2020 16:05,1,1,sewer_and_water
4/9/2020 16:10,0.577350269,1,sewer_and_water
4/9/2020 16:15,3.214550254,1,sewer_and_water
4/9/2020 16:20,0.577350269,1,sewer_and_water
4/9/2020 16:25,0,1,sewer_and_water
4/9/2020 16:30,0,1,sewer_and_water
4/9/2020 16:35,1,1,sewer_and_water
4/9/2020 16:40,0.899735411,1,sewer_and_water
4/9/2020 16:45,5.196152423,1,sewer_and_water
4/9/2020 16:50,0.816496581,1,sewer_and_water
4/9/2020 16:55,0,1,sewer_and_water
4/9/2020 17:00,0,1,sewer_and_water
4/9/2020 17:05,0,1,sewer_and_water
4/9/2020 17:10,0,1,sewer_and_water
4/9/2020 17:15,0,1,sewer_and_water
4/9/2020 17:20,0,1,sewer_and_water
4/9/2020 17:25,0,1,sewer_and_water
4/9/2020 17:40,0,1,sewer_and_water
4/9/2020 17:45,0.577350269,1,sewer_and_water
4/9/2020 17:50,0,1,sewer_and_water
4/9/2020 17:55,0,1,sewer_and_water
4/9/2020 18:00,0,1,sewer_and_water
4/9/2020 18:15,0,1,sewer_and_water
4/9/2020 18:25,0,1,sewer_and_water
4/9/2020 18:30,0.707106781,1,sewer_and_water
4/9/2020 18:40,0,1,sewer_and_water
4/9/2020 18:50,0,1,sewer_and_water
4/9/2020 19:00,0,1,sewer_and_water
4/9/2020 19:50,0,1,sewer_and_water
4/9/2020 20:30,0,1,sewer_and_water
4/9/2020 20:55,4.949747468,1,sewer_and_water
4/9/2020 21:15,0,1,sewer_and_water
4/9/2020 21:25,1.414213562,1,sewer_and_water
4/9/2020 21:40,0,1,sewer_and_water
4/9/2020 21:45,0,1,sewer_and_water
4/9/2020 22:15,0,1,sewer_and_water
4/9/2020 22:40,0,1,sewer_and_water
4/9/2020 23:00,0,1,sewer_and_water
4/9/2020 23:15,0,1,sewer_and_water
4/9/2020 23:35,0,1,sewer_and_water
4/9/2020 23:45,0,1,sewer_and_water
4/9/2020 23:55,4.949747468,1,sewer_and_water
4/10/2020 0:00,0,1,sewer_and_water
4/10/2020 0:45,0,1,sewer_and_water
4/10/2020 0:55,0,1,sewer_and_water
4/10/2020 1:40,0,1,sewer_and_water
4/10/2020 2:30,0,1,sewer_and_water
4/10/2020 2:40,0,1,sewer_and_water
4/10/2020 3:30,0,1,sewer_and_water
4/10/2020 3:45,0,1,sewer_and_water
4/10/2020 3:55,0,1,sewer_and_water
4/10/2020 4:35,0,1,sewer_and_water
4/10/2020 5:35,0,1,sewer_and_water
4/10/2020 5:45,0,1,sewer_and_water
4/10/2020 5:50,0,1,sewer_and_water
4/10/2020 6:40,0,1,sewer_and_water
4/10/2020 6:55,0,1,sewer_and_water
4/10/2020 7:15,0,1,sewer_and_water
4/10/2020 7:30,0,1,sewer_and_water
4/10/2020 7:40,0,1,sewer_and_water
4/10/2020 8:00,0,1,sewer_and_water
4/10/2020 8:10,0,1,sewer_and_water
4/10/2020 8:25,0,1,sewer_and_water
4/10/2020 8:45,0,1,sewer_and_water
4/10/2020 8:55,0,1,sewer_and_water
4/10/2020 9:10,0,1,sewer_and_water
4/10/2020 9:45,0,1,sewer_and_water
4/10/2020 9:50,2.828427125,1,sewer_and_water
4/10/2020 11:00,0.707106781,1,sewer_and_water
4/10/2020 11:35,5.656854249,1,sewer_and_water
4/10/2020 12:25,0,1,sewer_and_water
4/10/2020 12:30,5.656854249,1,sewer_and_water
4/10/2020 12:45,0,1,sewer_and_water
4/10/2020 14:20,0,1,sewer_and_water
4/10/2020 15:05,0,1,sewer_and_water
4/10/2020 15:20,0,1,sewer_and_water
4/10/2020 15:30,0,1,sewer_and_water
4/10/2020 15:35,0,1,sewer_and_water
4/10/2020 16:05,0,1,sewer_and_water
4/10/2020 16:50,0,1,sewer_and_water
4/10/2020 17:00,0,1,sewer_and_water
4/10/2020 17:15,0,1,sewer_and_water
4/10/2020 17:20,4.242640687,1,sewer_and_water
4/10/2020 17:40,0,1,sewer_and_water
4/10/2020 17:55,0,1,sewer_and_water
4/10/2020 18:20,2.828427125,1,sewer_and_water
4/10/2020 18:45,4.242640687,1,sewer_and_water
4/10/2020 19:05,0,1,sewer_and_water
4/10/2020 19:10,0,1,sewer_and_water
4/10/2020 19:20,0,1,sewer_and_water
4/10/2020 19:25,2.121320344,1,sewer_and_water
4/10/2020 19:30,0,1,sewer_and_water
4/10/2020 19:40,0,1,sewer_and_water
4/10/2020 20:45,0,1,sewer_and_water
4/10/2020 21:05,0,1,sewer_and_water
4/10/2020 21:10,0,1,sewer_and_water
4/10/2020 21:15,0,1,sewer_and_water
4/10/2020 21:20,0,1,sewer_and_water
4/10/2020 21:25,0,1,sewer_and_water
4/10/2020 21:50,0,1,sewer_and_water
4/10/2020 22:35,0,1,sewer_and_water
4/10/2020 22:50,0,1,sewer_and_water
4/10/2020 23:50,0,1,sewer_and_water
4/6/2020 0:00,0,2,sewer_and_water
4/6/2020 0:05,0,2,sewer_and_water
4/6/2020 0:10,0,2,sewer_and_water
4/6/2020 0:35,4.949747468,2,sewer_and_water
4/6/2020 0:40,1.414213562,2,sewer_and_water
4/6/2020 0:45,0.707106781,2,sewer_and_water
4/6/2020 0:50,0,2,sewer_and_water
4/6/2020 0:55,0,2,sewer_and_water
4/6/2020 0:00,0,2,sewer_and_water
4/6/2020 0:05,0,2,sewer_and_water
4/6/2020 0:10,0,2,sewer_and_water
4/6/2020 0:35,4.949747468,2,sewer_and_water
4/6/2020 0:40,1.414213562,2,sewer_and_water
4/6/2020 0:45,0.707106781,2,sewer_and_water
4/6/2020 0:50,0,2,sewer_and_water
4/6/2020 0:55,0,2,sewer_and_water
4/6/2020 1:05,4.949747468,2,sewer_and_water
4/6/2020 1:15,0,2,sewer_and_water
4/6/2020 1:20,0,2,sewer_and_water
4/6/2020 1:40,0,2,sewer_and_water
4/6/2020 1:45,4.949747468,2,sewer_and_water
4/6/2020 1:50,0,2,sewer_and_water
4/6/2020 1:55,0,2,sewer_and_water
4/6/2020 2:05,2.121320344,2,sewer_and_water
4/6/2020 2:10,0,2,sewer_and_water
4/6/2020 2:20,0,2,sewer_and_water
4/6/2020 2:40,0,2,sewer_and_water
4/6/2020 2:45,0.707106781,2,sewer_and_water
4/6/2020 2:55,0,2,sewer_and_water
4/6/2020 3:00,3.055050463,2,sewer_and_water
4/6/2020 3:05,0,2,sewer_and_water
4/6/2020 3:10,0,2,sewer_and_water
4/6/2020 3:15,0,2,sewer_and_water
4/6/2020 3:20,0,2,sewer_and_water
4/6/2020 3:25,0,2,sewer_and_water
4/6/2020 3:30,0,2,sewer_and_water
4/6/2020 3:35,0,2,sewer_and_water
4/6/2020 3:40,0,2,sewer_and_water
4/6/2020 3:50,0,2,sewer_and_water
4/6/2020 4:00,0,2,sewer_and_water
4/6/2020 4:05,0,2,sewer_and_water
4/6/2020 4:15,1.414213562,2,sewer_and_water
4/6/2020 4:25,0,2,sewer_and_water
4/6/2020 4:35,0,2,sewer_and_water
4/6/2020 4:40,0,2,sewer_and_water
4/6/2020 5:00,0,2,sewer_and_water
4/6/2020 5:05,2.828427125,2,sewer_and_water
4/6/2020 5:10,0,2,sewer_and_water
4/6/2020 5:15,0,2,sewer_and_water
4/6/2020 5:20,0,2,sewer_and_water
4/6/2020 5:30,0,2,sewer_and_water
4/6/2020 5:55,0,2,sewer_and_water
4/6/2020 6:00,0,2,sewer_and_water
4/6/2020 6:15,0,2,sewer_and_water
4/6/2020 6:25,0,2,sewer_and_water
4/6/2020 6:30,0,2,sewer_and_water
4/6/2020 6:40,0,2,sewer_and_water
4/6/2020 7:00,2.828427125,2,sewer_and_water
4/6/2020 7:05,0,2,sewer_and_water
4/6/2020 7:15,0,2,sewer_and_water
4/6/2020 7:20,0,2,sewer_and_water
4/6/2020 7:25,7.071067812,2,sewer_and_water
4/6/2020 7:35,0,2,sewer_and_water
4/6/2020 8:10,4.932882862,2,sewer_and_water
4/6/2020 8:15,0,2,sewer_and_water
4/6/2020 8:20,0,2,sewer_and_water
4/6/2020 8:25,4.242640687,2,sewer_and_water
4/6/2020 8:40,3.535533906,2,sewer_and_water
4/6/2020 8:45,0,2,sewer_and_water
4/6/2020 8:50,0,2,sewer_and_water
4/6/2020 9:05,0,2,sewer_and_water
4/6/2020 9:10,0,2,sewer_and_water
4/6/2020 9:15,0,2,sewer_and_water
4/6/2020 9:20,0,2,sewer_and_water
4/6/2020 9:25,0,2,sewer_and_water
4/6/2020 9:30,0,2,sewer_and_water
4/6/2020 9:35,0,2,sewer_and_water
4/6/2020 9:40,0,2,sewer_and_water
4/6/2020 9:50,0,2,sewer_and_water
4/6/2020 9:55,0,2,sewer_and_water
4/6/2020 10:00,0,2,sewer_and_water
4/6/2020 10:10,0,2,sewer_and_water
4/6/2020 10:15,0,2,sewer_and_water
4/6/2020 10:45,0,2,sewer_and_water
4/6/2020 10:55,2.516611478,2,sewer_and_water
4/6/2020 11:05,2,2,sewer_and_water
4/6/2020 11:10,6.363961031,2,sewer_and_water
4/6/2020 11:15,0,2,sewer_and_water
4/6/2020 11:20,0,2,sewer_and_water
4/6/2020 11:35,3.535533906,2,sewer_and_water
4/6/2020 11:45,0,2,sewer_and_water
4/6/2020 11:50,0,2,sewer_and_water
4/6/2020 12:05,0,2,sewer_and_water
4/6/2020 12:15,0,2,sewer_and_water
4/6/2020 12:25,0,2,sewer_and_water
4/6/2020 12:30,0,2,sewer_and_water
4/6/2020 12:35,0,2,sewer_and_water
4/6/2020 12:45,0,2,sewer_and_water
4/6/2020 12:55,0,2,sewer_and_water
4/6/2020 13:30,3.535533906,2,sewer_and_water
4/6/2020 13:40,0,2,sewer_and_water
4/6/2020 13:45,2.645751311,2,sewer_and_water
4/6/2020 13:50,1.414213562,2,sewer_and_water
4/6/2020 14:00,0,2,sewer_and_water
4/6/2020 14:05,2.121320344,2,sewer_and_water
4/6/2020 14:10,0,2,sewer_and_water
4/6/2020 14:25,0,2,sewer_and_water
4/6/2020 14:35,0,2,sewer_and_water
4/6/2020 14:40,0,2,sewer_and_water
4/6/2020 14:45,0.707106781,2,sewer_and_water
4/6/2020 14:50,4.615192304,2,sewer_and_water
4/6/2020 14:55,0,2,sewer_and_water
4/6/2020 15:00,3.774917218,2,sewer_and_water
4/6/2020 15:05,1.258305739,2,sewer_and_water
4/6/2020 15:10,5.773502692,2,sewer_and_water
4/6/2020 15:15,0,2,sewer_and_water
4/6/2020 15:20,0,2,sewer_and_water
4/6/2020 15:25,0,2,sewer_and_water
4/6/2020 15:30,4.932882862,2,sewer_and_water
4/6/2020 15:35,4.242640687,2,sewer_and_water
4/6/2020 15:45,4.949747468,2,sewer_and_water
4/6/2020 15:55,0,2,sewer_and_water
4/6/2020 16:00,3.949683532,2,sewer_and_water
4/6/2020 16:05,1.922093766,2,sewer_and_water
4/6/2020 16:10,0.46291005,2,sewer_and_water
4/6/2020 16:15,0.440958552,2,sewer_and_water
4/6/2020 16:20,2.981762749,2,sewer_and_water
4/6/2020 16:25,0.98319208,2,sewer_and_water
4/6/2020 16:30,2.440400696,2,sewer_and_water
4/6/2020 16:35,0,2,sewer_and_water
4/6/2020 16:40,0.447213595,2,sewer_and_water
