time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
4/6/2020 3:00,0,0,0,0,0,0,1,,4/6/2020 0:10,0,0,0,0,0,0,2,,4/6/2020 0:10,0,0,0,0,0,0,3,,4/6/2020 2:35,0,0,0,0,0,0,4,,4/6/2020 2:50,0,0,0,0,0,0,5,,4/6/2020 0:10,0.577350269,2,2.309401077,3.214550254,1,0,6,,4/8/2020 8:50,0,0.957427108,0.957427108,0,0,1,7,,4/6/2020 1:10,0,0,0,0,0,0,8,,4/6/2020 1:15,0,0,0,0,0,0,9,,4/6/2020 6:55,0,0,0,0,0,0,10,,4/6/2020 4:00,0,0,0,0,0,0,11,,4/6/2020 2:30,0,0,0,0,0,0,12,,4/6/2020 8:30,0,0,0,0,0,0,13,,4/6/2020 2:05,0,0,0,0,0,0,14,,4/6/2020 0:50,0,0,0,0,0,0,15,,4/6/2020 5:40,4.949747468,2.121320344,0,1.414213562,6.363961031,0,16,,4/6/2020 7:20,0,0,0,0,0,0,17,,4/6/2020 2:15,0,0,0,0,0,0,18,,4/6/2020 0:50,0,0,0,0,0,0,19
4/6/2020 3:05,0,0,0,0,0,0,1,,4/6/2020 0:35,4.949747468,2.121320344,3.535533906,0,5.656854249,0,2,,4/6/2020 0:15,0,0,0,0,0,0,3,,4/6/2020 3:45,0,0,0,0,0,0,4,,4/6/2020 3:00,0,0,0,0,0,0,5,,4/6/2020 0:15,0,0,0,0,0,0,6,,4/8/2020 8:55,0,1,0.577350269,0,0,1.527525232,7,,4/6/2020 1:15,4.11298756,1.707825128,5.057996968,0,4.34932945,0,8,,4/6/2020 1:20,0,0,0,0,0,0,9,,4/6/2020 7:05,0,0,0,0,0,0,10,,4/6/2020 5:25,0,0,0,0,0,0,11,,4/6/2020 2:55,0,0,0,0,0,0,12,,4/6/2020 8:35,0,0,0,0,0,0,13,,4/6/2020 2:25,0,0,0,0,0,0,14,,4/6/2020 0:55,5,1.258305739,1.707825128,0,4.193248542,0,15,,4/6/2020 5:55,0,0,0,0,0,0,16,,4/6/2020 7:45,0,0,0,0,0,0,17,,4/6/2020 3:10,0,0,0,0,0,0,18,,4/6/2020 0:55,0,0,0,0,0,0,19
4/6/2020 3:50,0,0,0,0,0,0,1,,4/6/2020 0:40,1.414213562,2.828427125,0.707106781,0,0.707106781,0,2,,4/6/2020 0:20,0,0,0,0,0,0,3,,4/6/2020 4:15,0,0,0,0,0,0,4,,4/6/2020 3:25,0,0,0,0,0,0,5,,4/6/2020 0:20,0,0,0,0,0,0,6,,4/8/2020 9:00,0,0.894427191,0.707106781,0,0,1.095445115,7,,4/6/2020 1:45,0,0,0,0,0,0,8,,4/6/2020 1:25,0,0,0,0,0,0,9,,4/6/2020 7:15,0,0,0,0,0,0,10,,4/6/2020 6:10,0,0,0,0,0,0,11,,4/6/2020 3:00,0,0,0,0,0,0,12,,4/6/2020 9:25,0,0,0,0,0,0,13,,4/6/2020 2:40,0,0,0,0,0,0,14,,4/6/2020 1:00,0,0,0,0,0,0,15,,4/6/2020 6:05,0,0,0,0,0,0,16,,4/6/2020 8:25,0,0,0,0,0,0,17,,4/6/2020 3:15,0,0,0,0,0,0,18,,4/6/2020 1:30,0,0,0,0,0,0,19
4/6/2020 4:15,0,0,0,0,0,0,1,,4/6/2020 0:45,0.707106781,1.414213562,0.707106781,0,2.121320344,0,2,,4/6/2020 0:25,1.414213562,0,2.828427125,0,1.414213562,0,3,,4/6/2020 4:25,0,0,0,0,0,0,4,,4/6/2020 3:40,0,0,0,0,0,0,5,,4/6/2020 0:25,0,0,0,0,0,0,6,,4/8/2020 9:05,0,0.957427108,0.5,0,0,0.957427108,7,,4/6/2020 1:50,2.081665999,3.605551275,1.154700538,0,2.886751346,0,8,,4/6/2020 1:50,0,0,0,0,0,0,9,,4/6/2020 7:35,0,0,0,0,0,0,10,,4/6/2020 7:25,0,0,0,0,0,0,11,,4/6/2020 3:35,0,0,0,0,0,0,12,,4/6/2020 9:35,0,0,0,0,0,0,13,,4/6/2020 3:00,0,0,0,0,0,0,14,,4/6/2020 1:05,0,0,0,0,0,0,15,,4/6/2020 6:10,0,0,0,0,0,0,16,,4/6/2020 8:40,0,0,0,0,0,0,17,,4/6/2020 3:50,0,0,0,0,0,0,18,,4/6/2020 1:50,0,0,0,0,0,0,19
4/6/2020 4:40,0,0,0,0,0,0,1,,4/6/2020 0:50,0,0,0,0,0,0,2,,4/6/2020 0:35,3.535533906,6.363961031,2.121320344,2.828427125,0.707106781,0,3,,4/6/2020 5:15,0,0,0,0,0,0,4,,4/6/2020 3:45,4.242640687,0.707106781,2.121320344,0.707106781,7.071067812,0,5,,4/6/2020 0:40,0,2.828427125,3.535533906,4.242640687,2.828427125,0,6,,4/8/2020 9:10,0,0,0.577350269,0,0,0.577350269,7,,4/6/2020 1:55,5.656854249,2.121320344,0.707106781,0,0,0,8,,4/6/2020 1:55,5.5,4.203173404,4.203173404,2.62995564,4.358898944,0,9,,4/6/2020 7:45,0,0,0,0,0,0,10,,4/6/2020 8:15,0,0,0,0,0,0,11,,4/6/2020 5:10,0,0,0,0,0,0,12,,4/6/2020 9:55,0,0,0,0,0,0,13,,4/6/2020 3:10,0,0,0,0,0,0,14,,4/6/2020 1:20,0,0,0,0,0,0,15,,4/6/2020 6:20,0,0,0,0,0,0,16,,4/6/2020 9:00,0,0,0,0,0,0,17,,4/6/2020 4:05,0,0,0,0,0,0,18,,4/6/2020 2:00,0,0,0,0,0,0,19
4/6/2020 5:20,0,0,0,0,0,0,1,,4/6/2020 0:55,0,0,0,0,0,0,2,,4/6/2020 0:40,0,0,7.071067812,0,2.828427125,0,3,,4/6/2020 5:25,0,0,0,0,0,0,4,,4/6/2020 4:15,2.886751346,5.131601439,3.605551275,4.163331999,4.582575695,0,5,,4/6/2020 0:45,0,0,0,0,0,0,6,,4/8/2020 9:15,0,0.547722558,0.547722558,0,0,1.303840481,7,,4/6/2020 2:10,1.414213562,2.121320344,2.828427125,0,0.707106781,0,8,,4/6/2020 2:05,0,0,0,0,0,0,9,,4/6/2020 7:55,0,0,0,0,0,0,10,,4/6/2020 9:10,0,0,0,0,0,0,11,,4/6/2020 5:20,0,0,0,0,0,0,12,,4/6/2020 11:45,0,0,0,0,0,0,13,,4/6/2020 3:50,0,0,0,0,0,0,14,,4/6/2020 1:40,0.707106781,0,2.828427125,0,2.828427125,0,15,,4/6/2020 6:25,0,0,0,0,0,0,16,,4/6/2020 9:05,0,0,0,0,0,0,17,,4/6/2020 4:50,0,0,0,0,0,0,18,,4/6/2020 2:25,0,0,0,0,0,0,19
4/6/2020 6:25,0,0,0,0,0,0,1,,4/6/2020 1:05,4.949747468,6.363961031,1.414213562,0,1.414213562,0,2,,4/6/2020 0:50,0,0,0,0,0,0,3,,4/6/2020 5:55,0,0,0,0,0,0,4,,4/6/2020 4:45,0,0,0,0,0,0,5,,4/6/2020 0:55,0,0,0,0,0,0,6,,4/8/2020 9:20,0,0.577350269,0.487950036,0,0,0.755928946,7,,4/6/2020 2:15,0,0,0,0,0,0,8,,4/6/2020 2:20,0,0,0,0,0,0,9,,4/6/2020 8:30,0.707106781,2.121320344,4.242640687,0,4.242640687,0,10,,4/6/2020 11:00,0,0,0,0,0,0,11,,4/6/2020 6:00,0,0,0,0,0,0,12,,4/6/2020 11:55,0,0,0,0,0,0,13,,4/6/2020 4:05,0,0,0,0,0,0,14,,4/6/2020 1:55,0,0.707106781,2.828427125,0,3.535533906,0,15,,4/6/2020 6:30,0,0,0,0,0,0,16,,4/6/2020 9:20,0,0,0,0,0,0,17,,4/6/2020 5:15,0,0,0,0,0,0,18,,4/6/2020 2:30,0,0,0,0,0,0,19
4/6/2020 6:30,0,0,0,0,0,0,1,,4/6/2020 1:15,0,0,0,0,0,0,2,,4/6/2020 1:00,0,0,0,0,0,0,3,,4/6/2020 6:50,0,0,0,0,0,0,4,,4/6/2020 4:50,0,0,0,0,0,0,5,,4/6/2020 1:00,6.363961031,2.828427125,4.242640687,4.949747468,5.656854249,0,6,,4/8/2020 9:25,0,0.707106781,0.480384461,0,0,0.759554525,7,,4/6/2020 2:30,0,0,0,0,0,0,8,,4/6/2020 2:30,0,0,0,0,0,0,9,,4/6/2020 8:35,0,0,0,0,0,0,10,,4/6/2020 13:30,0,0,0,0,0,0,11,,4/6/2020 6:40,0,0,0,0,0,0,12,,4/6/2020 13:10,0,0,0,0,0,0,13,,4/6/2020 4:15,0,0,0,0,0,0,14,,4/6/2020 2:05,2.121320344,3.535533906,0,0,1.414213562,0,15,,4/6/2020 6:45,0,0,0,0,0,0,16,,4/6/2020 10:10,0,0,0,0,0,0,17,,4/6/2020 5:20,0,0,0,0,0,0,18,,4/6/2020 2:35,0,0,0,0,0,0,19
4/6/2020 6:40,0,0,0,0,0,0,1,,4/6/2020 1:20,0,0,0,0,0,0,2,,4/6/2020 1:10,0.707106781,3.535533906,4.242640687,7.071067812,3.535533906,0,3,,4/6/2020 7:10,0,0,0,0,0,0,4,,4/6/2020 5:05,0,0,0,0,0,0,5,,4/6/2020 1:05,0,0,0,0,0,0,6,,4/8/2020 9:30,0,0.816496581,0.632455532,0,0,0.632455532,7,,4/6/2020 2:35,3.872983346,3.31662479,2.943920289,0,2.217355783,0,8,,4/6/2020 2:35,7.071067812,0,4.242640687,3.535533906,6.363961031,0,9,,4/6/2020 8:50,0,0,0,0,0,0,10,,4/6/2020 13:55,0,0,0,0,0,0,11,,4/6/2020 7:10,0,0,0,0,0,0,12,,4/6/2020 13:55,0,0,0,0,0,0,13,,4/6/2020 4:25,0,0,0,0,0,0,14,,4/6/2020 2:10,0,0,0,0,0,0,15,,4/6/2020 7:20,0,0,0,0,0,0,16,,4/6/2020 10:20,2.121320344,2.828427125,1.414213562,0,4.242640687,0,17,,4/6/2020 5:25,0,0,0,0,0,0,18,,4/6/2020 2:45,0,0,0,0,0,0,19
4/6/2020 6:50,0,0,0,0,0,0,1,,4/6/2020 1:40,0,0,0,0,0,0,2,,4/6/2020 1:15,0,0,0,0,0,0,3,,4/6/2020 7:20,0,0,0,0,0,0,4,,4/6/2020 5:15,0,0,0,0,0,0,5,,4/6/2020 1:10,2.828427125,5.656854249,4.242640687,4.242640687,3.535533906,0,6,,4/8/2020 9:35,0,0.547722558,0.707106781,0,0,0.707106781,7,,4/6/2020 2:40,0,0,0,0,0,0,8,,4/6/2020 2:40,0,0,0,0,0,0,9,,4/6/2020 9:10,0,0,0,0,0,0,10,,4/6/2020 14:50,0,0,0,0,0,0,11,,4/6/2020 7:25,0,0,0,0,0,0,12,,4/6/2020 14:35,0,0,0.707106781,0,0,0,13,,4/6/2020 4:30,0,0,0,0,0,0,14,,4/6/2020 2:15,0,0,0,0,0,0,15,,4/6/2020 7:35,0,0,0,0,0,0,16,,4/6/2020 10:40,0,0,0,0,0,0,17,,4/6/2020 5:30,0,0,0,0,0,0,18,,4/6/2020 3:00,0,0,0,0,0,0,19
4/6/2020 7:00,0,0,0,0,0,0,1,,4/6/2020 1:45,4.949747468,1.414213562,2.828427125,0,2.121320344,0,2,,4/6/2020 1:20,0,0,0,0,0,0,3,,4/6/2020 8:00,0,0,0,0,0,0,4,,4/6/2020 5:30,0,0,0,0,0,0,5,,4/6/2020 1:15,2.081665999,4.163331999,2.516611478,3.055050463,3.605551275,0,6,,4/8/2020 9:40,0,0.707106781,0,0,0,0.707106781,7,,4/6/2020 2:50,0,0,0,0,0,0,8,,4/6/2020 2:50,1.414213562,1.414213562,0.707106781,2.121320344,4.242640687,0,9,,4/6/2020 10:00,0,0,0,0,0,0,10,,4/6/2020 15:05,0,0,0,0,0,0,11,,4/6/2020 7:50,0,3.535533906,1.414213562,0,1.414213562,0,12,,4/6/2020 14:40,0,0,0,0,0,0,13,,4/6/2020 4:35,0,0,0,0,0,0,14,,4/6/2020 2:35,0,0,0,0,0,0,15,,4/6/2020 7:45,0,0,0,0,0,0,16,,4/6/2020 11:00,0,0,0,0,0,0,17,,4/6/2020 5:50,0,0,0,0,0,0,18,,4/6/2020 3:40,0,0,0,0,0,0,19
4/6/2020 7:15,0,0,0,0,0,0,1,,4/6/2020 1:50,0,0,0,0,0,0,2,,4/6/2020 1:30,0,0,0,0,0,0,3,,4/6/2020 8:10,0,0,0,0,0,0,4,,4/6/2020 5:40,0,0,0,0,0,0,5,,4/6/2020 1:30,0,0,0,0,0,0,6,,4/8/2020 9:45,0,0.836660027,0.516397779,0,0,0.516397779,7,,4/6/2020 3:00,0,0,0,0,0,0,8,,4/6/2020 2:55,4.242640687,4.242640687,4.949747468,2.121320344,4.242640687,0,9,,4/6/2020 10:25,0,0,0,0,0,0,10,,4/6/2020 15:10,0,0,0,0,0,0,11,,4/6/2020 9:05,0,0,0,0,0,0,12,,4/6/2020 14:50,0,0,0,0,0,0,13,,4/6/2020 4:50,0,0,0,0,0,0,14,,4/6/2020 2:45,0,0,0,0,0,0,15,,4/6/2020 7:55,0,0,0,0,0,0,16,,4/6/2020 11:20,0,0,0,0,0,0,17,,4/6/2020 5:55,0,0,0,0,0,0,18,,4/6/2020 4:00,0,0,0,0,0,0,19
